gem,ficheiro,commit,categoria,loc_medio,loc_max,pct_singleton,pct_duck,mixins_por_classe,profundidade_heranca,metaprog_por_100,metodos,classes,formas,razao_formas,excluido_por
doorkeeper,lib/doorkeeper/grape/authorization_decorator.rb,75a84fefe686,authentication and oauth,5,7,0,50,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
doorkeeper,lib/doorkeeper/models/concerns/resource_ownerable.rb,75a84fefe686,authentication and oauth,7,7,0,50,0.25,0,0.0,2,4,2,1.0,menos de 3 formas distintas
doorkeeper,lib/doorkeeper/models/concerns/revocable.rb,75a84fefe686,authentication and oauth,6.5,10,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
doorkeeper,lib/doorkeeper/models/concerns/write_to_primary.rb,75a84fefe686,authentication and oauth,8.5,10,0,0,0.25,0,0.0,2,4,2,1.0,menos de 3 formas distintas
doorkeeper,lib/doorkeeper/oauth/helpers/unique_token.rb,75a84fefe686,authentication and oauth,7,11,100,50,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
doorkeeper,lib/doorkeeper/oauth/hooks/context.rb,75a84fefe686,authentication and oauth,4,5,0,100,0.0,0,50.0,2,4,2,1.0,menos de 3 formas distintas
doorkeeper,lib/doorkeeper/rails/routes/registry.rb,75a84fefe686,authentication and oauth,7,9,0,50,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
doorkeeper,lib/doorkeeper/request/authorization_code.rb,75a84fefe686,authentication and oauth,6.5,8,0,50,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
doorkeeper,lib/doorkeeper/request/code.rb,75a84fefe686,authentication and oauth,3,3,0,50,0.0,1,50.0,2,3,2,1.0,menos de 3 formas distintas
doorkeeper,lib/doorkeeper/request/refresh_token.rb,75a84fefe686,authentication and oauth,5.5,8,0,50,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
doorkeeper,lib/doorkeeper/request/strategy.rb,75a84fefe686,authentication and oauth,3,3,0,0,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
doorkeeper,lib/doorkeeper/request/token.rb,75a84fefe686,authentication and oauth,3,3,0,50,0.0,1,50.0,2,3,2,1.0,menos de 3 formas distintas
doorkeeper,lib/doorkeeper/secret_storing/sha256_hash.rb,75a84fefe686,authentication and oauth,3,3,100,0,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
dotenv,lib/dotenv/cli.rb,34156bf400cd,configuration,23,39,0,100,0.0,1,0.0,2,2,2,1.0,menos de 3 formas distintas
dry-types,lib/dry/types/array.rb,1a13fb04926f,type signatures and type checking,6,9,0,0,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
dry-types,lib/dry/types/coercions/json.rb,1a13fb04926f,type signatures and type checking,11,13,100,100,0.25,0,0.0,2,4,2,1.0,menos de 3 formas distintas
dry-types,lib/dry/types/constraints.rb,1a13fb04926f,type signatures and type checking,6,9,100,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
dry-types,lib/dry/types/options.rb,1a13fb04926f,type signatures and type checking,5.5,7,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
dry-types,lib/dry/types/type.rb,1a13fb04926f,type signatures and type checking,5.5,7,0,0,0.33,0,0.0,2,3,2,1.0,menos de 3 formas distintas
eventmachine,examples/guides/getting_started/04_simple_chat_server_step_one.rb,9cb13a8a6236,concurrency and parallelism,3,3,0,0,0.0,1,0.0,2,1,1,0.5,menos de 3 formas distintas
eventmachine,lib/em/protocols/line_protocol.rb,9cb13a8a6236,concurrency and parallelism,5,7,0,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
excon,benchmarks/class_vs_lambda.rb,ac022b6417d7,http clients and tools,3,3,0,50,0.0,0,0.0,2,1,2,1.0,menos de 3 formas distintas
excon,benchmarks/excon.rb,ac022b6417d7,http clients and tools,12,16,50,0,0.0,1,0.0,2,2,2,1.0,menos de 3 formas distintas
excon,benchmarks/excon_vs.rb,ac022b6417d7,http clients and tools,12,16,50,0,0.0,1,0.0,2,2,2,1.0,menos de 3 formas distintas
excon,benchmarks/headers_case_sensitivity.rb,ac022b6417d7,http clients and tools,12,12,0,100,0.0,0,0.0,2,0,1,0.5,menos de 3 formas distintas
excon,benchmarks/implicit_block-vs-explicit_block.rb,ac022b6417d7,http clients and tools,4,4,0,50,0.0,0,0.0,2,0,2,1.0,menos de 3 formas distintas
excon,benchmarks/vs_stdlib.rb,ac022b6417d7,http clients and tools,12,16,50,0,0.0,1,0.0,2,2,2,1.0,menos de 3 formas distintas
excon,lib/excon/middlewares/decompress.rb,ac022b6417d7,http clients and tools,13.5,20,0,100,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
excon,lib/excon/middlewares/expects.rb,ac022b6417d7,http clients and tools,8.5,12,50,50,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
excon,lib/excon/middlewares/mock.rb,ac022b6417d7,http clients and tools,26.5,46,50,50,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
excon,lib/excon/socks5_socket.rb,ac022b6417d7,http clients and tools,10.5,16,0,100,0.5,1,0.0,2,2,2,1.0,menos de 3 formas distintas
excon,lib/excon/socks5_ssl_socket.rb,ac022b6417d7,http clients and tools,11,17,0,100,0.5,2,0.0,2,2,2,1.0,menos de 3 formas distintas
eye,lib/eye/checker/cputime.rb,300aa8793112,process management and monitoring,3,3,0,50,0.0,2,0.0,2,1,2,1.0,menos de 3 formas distintas
eye,lib/eye/checker/runtime.rb,300aa8793112,process management and monitoring,5.5,8,0,100,0.0,2,0.0,2,1,2,1.0,menos de 3 formas distintas
eye,lib/eye/checker/ssl_socket.rb,300aa8793112,process management and monitoring,4.5,6,0,100,0.0,3,0.0,2,1,2,1.0,menos de 3 formas distintas
eye,lib/eye/controller/options.rb,300aa8793112,process management and monitoring,4.5,6,0,0,0.0,0,0.0,2,1,2,1.0,menos de 3 formas distintas
eye,lib/eye/dsl/child_process_opts.rb,300aa8793112,process management and monitoring,3.5,4,0,0,0.0,2,0.0,2,1,2,1.0,menos de 3 formas distintas
eye,lib/eye/notify/slack.rb,300aa8793112,process management and monitoring,10.5,15,0,100,0.0,1,0.0,2,1,2,1.0,menos de 3 formas distintas
eye,lib/eye/process/notify.rb,300aa8793112,process management and monitoring,9,15,0,0,0.0,0,0.0,2,1,2,1.0,menos de 3 formas distintas
eye,lib/eye/trigger/check_dependency.rb,300aa8793112,process management and monitoring,12,21,0,100,0.0,1,0.0,2,1,2,1.0,menos de 3 formas distintas
eye,lib/eye/trigger/wait_dependency.rb,300aa8793112,process management and monitoring,19,35,0,100,0.0,1,0.0,2,1,2,1.0,menos de 3 formas distintas
factory_bot,lib/factory_bot.rb,5d399535578d,testing,4,5,100,100,0.0,0,0.0,2,1,2,1.0,menos de 3 formas distintas
factory_bot,lib/factory_bot/attribute/dynamic.rb,5d399535578d,testing,8.5,13,0,50,0.0,1,100.0,2,3,2,1.0,menos de 3 formas distintas
factory_bot,lib/factory_bot/attribute/sequence.rb,5d399535578d,testing,4,4,0,0,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
factory_bot,lib/factory_bot/configuration.rb,5d399535578d,testing,7.5,12,0,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
factory_bot,lib/factory_bot/declaration.rb,5d399535578d,testing,3.5,4,0,0,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
factory_bot,lib/factory_bot/decorator/attribute_hash.rb,5d399535578d,testing,4.5,5,0,50,0.0,2,50.0,2,3,2,1.0,menos de 3 formas distintas
factory_bot,lib/factory_bot/evaluator_class_definer.rb,5d399535578d,testing,7,8,0,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
factory_bot,lib/factory_bot/factory_runner.rb,5d399535578d,testing,15,23,0,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
faker,lib/faker/creature/horse.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/default/adjective.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,2,1,0.5,menos de 3 formas distintas
faker,lib/faker/default/alphanumeric.rb,e48d35f4fa0d,testing,12.5,19,100,100,0.0,1,0.0,2,2,2,1.0,menos de 3 formas distintas
faker,lib/faker/default/appliance.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,2,1,0.5,menos de 3 formas distintas
faker,lib/faker/default/coin.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,2,1,0.5,menos de 3 formas distintas
faker,lib/faker/default/emotion.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,2,1,0.5,menos de 3 formas distintas
faker,lib/faker/default/greek_philosophers.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,2,1,0.5,menos de 3 formas distintas
faker,lib/faker/default/house.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,2,1,0.5,menos de 3 formas distintas
faker,lib/faker/default/mountain.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,2,1,0.5,menos de 3 formas distintas
faker,lib/faker/default/movie.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,2,1,0.5,menos de 3 formas distintas
faker,lib/faker/default/national_health_service.rb,e48d35f4fa0d,testing,12,14,100,50,0.0,1,0.0,2,2,2,1.0,menos de 3 formas distintas
faker,lib/faker/default/placeholdit.rb,e48d35f4fa0d,testing,9,15,100,100,0.0,1,0.0,2,2,2,1.0,menos de 3 formas distintas
faker,lib/faker/default/programming_language.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,2,1,0.5,menos de 3 formas distintas
faker,lib/faker/default/tea.rb,e48d35f4fa0d,testing,3.5,4,100,50,0.0,1,0.0,2,2,2,1.0,menos de 3 formas distintas
faker,lib/faker/games/super_smash_bros.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/movies/princess_bride.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/music/bossa_nova.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/music/grateful_dead.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/music/rock_band.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/music/rush.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/travel/airport.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/tv_shows/aqua_teen_hunger_force.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/tv_shows/big_bang_theory.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/tv_shows/breaking_bad.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/tv_shows/brooklyn_nine_nine.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/tv_shows/community.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/tv_shows/new_girl.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/tv_shows/parks_and_rec.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/tv_shows/ru_paul.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/tv_shows/stranger_things.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/tv_shows/suits.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faker,lib/faker/tv_shows/the_office.rb,e48d35f4fa0d,testing,3,3,100,0,0.0,1,0.0,2,3,1,0.5,menos de 3 formas distintas
faraday,lib/faraday/encoders/flat_params_encoder.rb,f1ace878bae1,http clients and tools,31.5,40,100,100,0.5,0,0.0,2,2,2,1.0,menos de 3 formas distintas
faraday,lib/faraday/options/request_options.rb,f1ace878bae1,http clients and tools,5,7,0,100,0.0,0,0.0,2,1,2,1.0,menos de 3 formas distintas
fastimage,lib/fastimage/fastimage_parsing/avif.rb,7a0dcf780e6d,image processing,3.5,4,0,100,0.0,1,0.0,2,2,2,1.0,menos de 3 formas distintas
fastimage,lib/fastimage/fastimage_parsing/png.rb,7a0dcf780e6d,image processing,10.5,18,0,100,0.0,1,0.0,2,2,2,1.0,menos de 3 formas distintas
fastimage,lib/fastimage/fastimage_parsing/tiff.rb,7a0dcf780e6d,image processing,5.5,8,0,50,0.0,1,0.0,2,2,2,1.0,menos de 3 formas distintas
fastimage,lib/fastimage/fastimage_parsing/type_parser.rb,7a0dcf780e6d,image processing,34,65,0,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,cert/lib/cert/commands_generator.rb,38d0ec404332,mobile development,21.5,40,50,50,0.5,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,fastlane/helper/tool_name_formatting_helper.rb,38d0ec404332,mobile development,15,26,0,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
fastlane,fastlane/lib/fastlane.rb,38d0ec404332,mobile development,6,9,100,0,0.0,0,0.0,2,1,2,1.0,menos de 3 formas distintas
fastlane,fastlane/lib/fastlane/auto_complete.rb,38d0ec404332,mobile development,35,59,100,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,fastlane/lib/fastlane/command_line_handler.rb,38d0ec404332,mobile development,19,31,100,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,fastlane/lib/fastlane/helper/lane_helper.rb,38d0ec404332,mobile development,3,3,100,0,0.0,0,0.0,2,3,1,0.5,menos de 3 formas distintas
fastlane,fastlane/lib/fastlane/one_off.rb,38d0ec404332,mobile development,19.5,21,100,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,fastlane/lib/fastlane/other_action.rb,38d0ec404332,mobile development,9,15,0,0,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,fastlane/lib/fastlane/plugins/plugin_search.rb,38d0ec404332,mobile development,19,35,100,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,fastlane_core/lib/fastlane_core/analytics/action_completion_context.rb,38d0ec404332,mobile development,7.5,9,50,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
fastlane,fastlane_core/lib/fastlane_core/command_executor.rb,38d0ec404332,mobile development,38,67,100,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,fastlane_core/lib/fastlane_core/configuration/commander_generator.rb,38d0ec404332,mobile development,47.5,85,0,100,0.5,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,fastlane_core/lib/fastlane_core/pkg_upload_package_builder.rb,38d0ec404332,mobile development,15,23,0,0,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,fastlane_core/lib/fastlane_core/ui/errors/fastlane_exception.rb,38d0ec404332,mobile development,6,9,0,50,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
fastlane,fastlane_core/lib/fastlane_core/ui/errors/fastlane_shell_error.rb,38d0ec404332,mobile development,3,3,0,50,0.0,2,0.0,2,3,2,1.0,menos de 3 formas distintas
fastlane,fastlane_core/lib/fastlane_core/ui/ui.rb,38d0ec404332,mobile development,6,8,100,50,0.0,0,50.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,fastlane_core/lib/fastlane_core/update_checker/changelog.rb,38d0ec404332,mobile development,14,21,100,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,frameit/lib/frameit/dependency_checker.rb,38d0ec404332,mobile development,7.5,10,100,0,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,frameit/lib/frameit/module.rb,38d0ec404332,mobile development,10,16,50,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,frameit/lib/frameit/offsets.rb,38d0ec404332,mobile development,10,14,100,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,frameit/lib/frameit/strings_parser.rb,38d0ec404332,mobile development,19,35,100,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,frameit/lib/frameit/template_finder.rb,38d0ec404332,mobile development,16.5,29,100,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,gym/lib/gym/options.rb,38d0ec404332,mobile development,173.5,342,100,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,gym/lib/gym/xcodebuild_fixes/generic_archive_fix.rb,38d0ec404332,mobile development,7,10,100,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,match/lib/match/change_password.rb,38d0ec404332,mobile development,18.5,34,100,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,match/lib/match/commands_generator.rb,38d0ec404332,mobile development,81,159,50,50,0.5,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,match/lib/match/encryption/interface.rb,38d0ec404332,mobile development,3,3,0,0,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
fastlane,match/lib/match/importer.rb,38d0ec404332,mobile development,63,117,0,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,match/lib/match/setup.rb,38d0ec404332,mobile development,16,29,0,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,match/lib/match/table_printer.rb,38d0ec404332,mobile development,20,28,100,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,pem/lib/pem/commands_generator.rb,38d0ec404332,mobile development,15.5,28,50,50,0.5,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,pilot/lib/pilot/tester_exporter.rb,38d0ec404332,mobile development,24,33,0,50,0.0,1,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,precheck/lib/precheck/commands_generator.rb,38d0ec404332,mobile development,27,51,50,100,0.5,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,precheck/lib/precheck/options.rb,38d0ec404332,mobile development,50,86,100,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,precheck/lib/precheck/rule_check_result.rb,38d0ec404332,mobile development,4,5,0,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,produce/lib/produce/commands_generator.rb,38d0ec404332,mobile development,160,317,50,50,0.5,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,produce/lib/produce/options.rb,38d0ec404332,mobile development,87,169,100,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,scan/lib/scan/error_handler.rb,38d0ec404332,mobile development,28,53,100,0,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,scan/lib/scan/manager.rb,38d0ec404332,mobile development,13.5,16,0,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,scan/lib/scan/options.rb,38d0ec404332,mobile development,279,554,100,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,screengrab/lib/screengrab/commands_generator.rb,38d0ec404332,mobile development,25,47,50,50,0.5,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,screengrab/lib/screengrab/module.rb,38d0ec404332,mobile development,3.5,4,100,0,0.0,0,0.0,2,1,2,1.0,menos de 3 formas distintas
fastlane,snapshot/lib/snapshot/detect_values.rb,38d0ec404332,mobile development,37.5,64,100,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,snapshot/lib/snapshot/fixes/simulator_zoom_fix.rb,38d0ec404332,mobile development,6.5,10,100,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
fastlane,snapshot/lib/snapshot/screenshot_flatten.rb,38d0ec404332,mobile development,5.5,7,0,0,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,snapshot/lib/snapshot/screenshot_rotate.rb,38d0ec404332,mobile development,12,20,0,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,snapshot/lib/snapshot/setup.rb,38d0ec404332,mobile development,25,33,100,0,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,snapshot/lib/snapshot/update.rb,38d0ec404332,mobile development,14,23,50,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,spaceship/lib/spaceship/commands_generator.rb,38d0ec404332,mobile development,23,43,50,50,0.5,0,0.0,2,2,2,1.0,menos de 3 formas distintas
fastlane,spaceship/lib/spaceship/connect_api.rb,38d0ec404332,mobile development,15,17,100,100,0.0,0,0.0,2,4,1,0.5,menos de 3 formas distintas
fastlane,spaceship/lib/spaceship/connect_api/models/app_data_usage_category.rb,38d0ec404332,mobile development,3.5,4,100,50,0.25,0,0.0,2,4,2,1.0,menos de 3 formas distintas
fastlane,spaceship/lib/spaceship/connect_api/models/app_data_usage_purposes.rb,38d0ec404332,mobile development,3.5,4,100,50,0.25,0,0.0,2,4,2,1.0,menos de 3 formas distintas
fastlane,spaceship/lib/spaceship/connect_api/models/app_store_version_submission.rb,38d0ec404332,mobile development,3.5,4,50,50,0.33,0,0.0,2,3,2,1.0,menos de 3 formas distintas
fastlane,spaceship/lib/spaceship/connect_api/models/beta_app_review_submission.rb,38d0ec404332,mobile development,3.5,4,50,50,0.33,0,0.0,2,3,2,1.0,menos de 3 formas distintas
fastlane,spaceship/lib/spaceship/connect_api/models/beta_tester_metric.rb,38d0ec404332,mobile development,3,3,50,50,0.25,0,0.0,2,4,2,1.0,menos de 3 formas distintas
fastlane,spaceship/lib/spaceship/connect_api/models/build_bundle.rb,38d0ec404332,mobile development,3,3,50,0,0.25,0,0.0,2,4,2,1.0,menos de 3 formas distintas
fastlane,spaceship/lib/spaceship/connect_api/models/build_bundle_file_sizes.rb,38d0ec404332,mobile development,4,5,100,50,0.33,0,0.0,2,3,2,1.0,menos de 3 formas distintas
fastlane,spaceship/lib/spaceship/connect_api/models/build_delivery.rb,38d0ec404332,mobile development,6,9,100,50,0.33,0,0.0,2,3,2,1.0,menos de 3 formas distintas
fastlane,spaceship/lib/spaceship/connect_api/models/build_upload.rb,38d0ec404332,mobile development,6,9,100,50,0.33,0,0.0,2,3,2,1.0,menos de 3 formas distintas
fastlane,spaceship/lib/spaceship/connect_api/models/capabilities.rb,38d0ec404332,mobile development,4,5,100,50,0.33,0,0.0,2,3,2,1.0,menos de 3 formas distintas
fastlane,spaceship/lib/spaceship/connect_api/models/reset_ratings_request.rb,38d0ec404332,mobile development,3.5,4,50,50,0.33,0,0.0,2,3,2,1.0,menos de 3 formas distintas
